SAMPLE_SOURCE, SAMPLE_TRANSCRIPT, ARTIST, RECORDING, RELEASE
"NASA (Space Programmes)","'Schmitt: [singing] I was strolling on the Moon one day...'
   'LM Crew: [Both singing]...in the merry, merry month of'
   'Cernan: May. 
   'Schmitt: December.'
   'Cernan: No, May.'
   'Schmitt: May.
   'Cernan: May's the month this year.'
   'Schmitt: May. That's right.'
   'Cernan: May is the year, the month.'
   'Schmitt: [Singing] When much to my surprise, a pair of bonny eyes...
    be-doop-doo-doo...' @ 0:15 (Note: From Apollo 17 mission)
  'England: Hello, Orion; this is Houston.'
   'Young: Hi there. We lost you for a while.'
   'England: Yeah, we sure did.' @ 0:36 (Note: From Apollo 16 mission)
  England: Hello, Orion; this is Houston. @ 0:48 (Note: From Apollo 16
   mission)","Juno Reactor","Luna-tic","Tranmissions"
"NASA (Space Programmes)","Houston...Tranquillity base here, the Eagle has landed! @ 4:06","Klangwerk","Die Kybernauten","Techno Trax (Compilation)"
"NASA (Space Programmes)","Okey here, we're gonna give you a countdown...4, 3, 2, 1, Fire! @ 3:06
  [beep]
   'PF10 by the canaries, how do you read?'
   [beep]
   '<???> canaries'
   'Boy, it's just beautiful up here looking out the window - it's just really
    fantastic'
   [beep]
   'Roger'
   [beep]
   'Let me tell you a litle bit about the ride' @ 5:02","KLF, The","What Time is Love (Live at Trancentral)","      What Time is Love (CDS/12")"
"NASA (Space Programmes)","'The hatch is coming open. Okay. It's open.'
   'Verified.'
   'I'm moving outside. Okay, I'm letting go.'
   'Copy that.'
   'I'm starting to drift away. It really is dark out here.'
   'How am I doing?'
   'You're doing fine.'
   'I'm beginning to see a uh, point of light on the horizon.'
   'It's, uhh, getting larger.'
   'I'm... I'm getting some breakout oscillations. Oh, it's coming quicker now.
    It's really going. Any second now. Here we go. And uh,  woah! Heh heh.  Woo
    boy! That really is something. Oh, that's tremendous. Well that, that's
    just uh, beautiful.'
  Beautiful, beautiful, just beautiful (Note: Repeated many times throughout
   the song)
  Zero G's, I don't mind @ 1:40, 
  And it looks good to me @ 1:50
  Reading you loud and clear @ 2:00
  Feel like a million dollars @ 2:09
  Roger @ 2:45
  You are going to <???> descent @ 2:55
  That's <???> @ 3:06
  I can almost make out the surface @ 3:12
  Looking great, here we go @ 3:22","Lemon Jelly","Space Walk","Lost Horizons"
"NASA (Space Programmes)","Obviously a major malfunction @ 1:13
  We are still in a positon of its a bit of a Russian roulett @ 2:09
  (Note: From the TV News broadcast about the space shuttle Challanger's
   disaster)","Manhole Vortex","Superhuman Machines","Electro-Cution"
"NASA (Space Programmes)","12, 11, 10, 9, ignition sequence start, 6, 5, 4, 3, 2... @ 2:14","Messiah","There Is No Law","21st Century Jesus"
"NASA (Space Programmes)","T minus 10, 9, 8, 7, 6, 5, 4; we've got the main engine start - we have
   [noise of engines] we have liftoff of America's first Space Shuttle and
   the shuttle has cleared the tower. @ 2:39 (Note: Taken from the first 
   Space Shuttle mission, Columbia, April 12 1981)","Ministry","Abortive","Land of Rape and Honey, The"
"NASA (Space Programmes)","In the beginning, God created the Heaven and the Earth, and the Earth was 
   without form - and void. And God gazed upon the face of the deep, and the 
   spirit of God moved upon the face of the water, and God said: Let there be 
   light, and there was light, and God saw the light and it was good. (Note: 
   Bill Anders quoting from the book of Genesis aboard Appollo 8 whilst 
   orbiting the Moon, December 1968 with James Lovell and Frank Borman.)","Oldfield, Mike","Let There be Light","Song of Distant Earth, The, 1994"
"NASA (Space Programmes)","10-9-ignition sequence start-6-5-4-3-2-1-0. All engines running. Lift off.
   We have a lift off. 32 minutes past the hour.
  This is Apollo Control.
  27 000 feet per second [beep].
  Confirm ignition and thrusters go.
  Everything is go.
  This is Apollo COntrol at 11 hours and 29 minutes.
  Apollo control at 22 hours and 49 minutes.
  Eagle you're looking great.
  Altitude still looking very good.
  Altitude 100 000.
  Altitude 40 000.
  Now 33 500 feet.
  Altitude now 21 000 feet. Still looking very good.
  Altitude thirteen five.  Still looking very good.
  Eagle, you're looking great.
  4 000 feet.
  Altitude 200 feet.
  The Eagle has landed.
  It looks beautiful from here.
  You've got a bunch of guys about to turn blue, we're breathing again.
  Thats one small step for man, one giant leap for mankind.
  Don't forget [garbled]...
  We're reading last <???>clear.","OMD","Apollo XI","Sugar Tax"
"NASA (Space Programmes)","363 feet of gleaming white equipment being pushed up through the blue skies
   of Florida.
  Neil Armstrong / Buzz Aldrin / Mike Collins. (Note: Apparently three 
   separate samples, but played to run together as one continuous sequence)
  Thats one small step for man, one giant leap for mankind. (Note: Repeating
   these famous words for the news.)
  This is a time of rejoicing, in New York, Chicago and Los Angeles.
  Ticker tape parades.
  (Note: Apparently read by the newscast Walter Cronkite)","OMD","Apollo XI","Sugar Tax"
"NASA (Space Programmes)","Right now 25 seconds and counting...
  You can go ahead with the TV now, we're standing by.
  ...got a beautiful view of the Earth here, it's absolutely fantastic!
  Tranquility base here
  Time to receive the first television transmission from the spacecraft","Orb, The","Supernova at the End of the Universe","      Orb's Adventures Beyond the Ultraworld, The"
"NASA (Space Programmes)","The first men on the moon
  These three crew members are traveling faster than man has ever flown
   before.
  What we're witnessing now is man's first trip...
  You can go ahead with the TV now, we're standing by. 
  Tranquility base here *
  Time to receive the first television transmission from the spacecraft 
  1 minute 25 seconds and counting...","Orb, The","Back Side of the Moon",""
"NASA (Space Programmes)","'...<???>... its only been 20 minutes. See what the Flight Director has to 
    say.'
   'The Flight Director says get back in.'
   'What about Jim <???> has he got any messages?'
   'Jimmy <???> ... get back in!'
  (Note: Gemini Programme, Astronaut Ed White)","Orb, The","Blue Room","Blue Room"
"NASA (Space Programmes)","31 seconds @ 0:34, 0:37, 0:44, 2:10, 2:13, 2:19, 2:58, 3:01, 3:07, 3:34,
   3:37, 3:43","","",""
"NASA (Space Programmes)","T minus 20 seconds and counting... T minus 15 seconds and counting...","Pet Shop Boys","It's A Sin","Actually"
"NASA (Space Programmes)","10, 9, 8, 7, 6, 5, 4, 3, 2, 1, zero, we have ignition","Pitchtuner","It's Time To","Flight Up The Winding Stars"
"NASA (Space Programmes)","This is the day, this is the hour
  (Note: News telecast on the lunar landing, read by Walter Cronkite)","Pop Will Eat Itself","Fuses Have Been Lit","      This is the Day, This is the Hour, This is This"
"NASA (Space Programmes)","Have to make sure you're leaning in the direction you want to go, otherwise
   you might <appear in???> a big crater. @ 5:28","Porcupine Tree","Moonloop","Sky Moves Sideways, The"
"NASA (Space Programmes)","1 minute 25 seconds @ 0:35
  20 seconds to count @ 0:38
  eject, guidance internal @ 0:41
  12-11-10-9-ignition sequency current @ 0:43
  6-5-4-3-2-1 @ 2:29","Pouppee Fabrikk","Distraction","Rage"
"NASA (Space Programmes)","One small step... @ 0:10","Rapture","Joker Waves Goodbye, The","Zeitgeist (Compilation)"
"NASA (Space Programmes)","15 seconds, guidance is internal, 12, 11, 10, 9, ignition sequence start, 
   6, 5, 4, 3, 2, 1, zero,  all engine running, Lift off, we have a lift off, 
   32 minutes past the hour. tower clear. @ 0:25
  12 @ 2:04
  10, 9 @ 2:09
  Ignition sequence start @ 2:12","Red Sparrow","Dream One","Endless Loop"
"NASA (Space Programmes)","We're coming up on the 45 minute point in our countdown. Everything's going 
   smoothly.
  T minus 45 minutes and counting.
  T minus 40 minutes, minus 40 minutes and counting...
  This is shuttle launch control.
  We have a, uh, report from the orbiter test center, they are go for launch
   at the present time... no major problems... <???> engine final hold.
  T minus 27 seconds; we have <???> sequencer start.
  T minus 20 seconds and counting,  T minus 15, 14, 13, T minus 10, 9, 8, 7, 
   6, 5, 4; we've got the main engine start-we have it.
  America's first space shuttle.
  And the shuttle has cleared the tower.
  T plus 30 seconds, 35...
  Columbia, Houston, you're going 40...
  Columbia is now clearing for its precise window in space for main engine 
   cutoff.
  Launch plus 240 seconds, Columbia now 39 nautical miles altitude,  42 
   nautical miles down range.
  Columbia, you're lookin' a little hot and all your calls will be a little
   early.
  Young and Crippen really moving out now, velocity reading of 6200 feet per 
   second.
  What a view, what a view.
  Glad you're enjoying it.
  Columbia, Houston, we have 40 seconds to LOS, after LOS you're looking good
   for an over-the-hill; we'll see you in Madrid. (Note: LOS = Loss Of Signal.
   As the orbiter passes over the horizon, US listening posts lose signal. 
   Antennas in Madrid relay signals to Mission Control in Houston.)
  And we enjoyed the music, Bob; thank ya'.
  Ah, we enjoyed it; we just wanted to share somethin' with you.
  (Note: First US space shuttle launch)","Rush","Countdown","Signals"
"NASA (Space Programmes)","5 4 3 2 1 zero, ignition","Shamen, The","You and Me and Everything (Remix)","      Funky Alternative Compilation"
"NASA (Space Programmes)","Go with throttle up","Ship of Fools","Diesel Spaceship","Out There Somewhere"
"NASA (Space Programmes)","15 seconds, guidance is internal
  Guidance is internal
  Roger that.... looks like you are on your way now
  We're Go
  40 seconds. Lights on. 3 ft down... 2 and a half...Picking up some dust...
   Faint shadow...4 forward...drifting to the right a little...1 and a half...
   30 seconds
  'Contact light... both arms locked... command override off.... 1.13pm.'
   'We copy you're down.'
   'Roger. '
   'Tranquility we copy you're on the ground. We got a bunch of guys just 
    about to turn blue - we can breathe again, thanks alot.'
   'Thank You'
   'Sounds good to us. Tranquility, be advised there are a lot of smiling faces
    in the room and all over the world, over'
   'Two of 'em up here '
   'Roger that. That's a beautiful job you guys'
   'And don't forget the one in the Command Module'
   'Roger..'
  (Note: Apollo XI)","Ship of Fools","Guidance is Internal","Out There Somewhere"
"NASA (Space Programmes)","Roger XI, we'll pass that along, and it certainly looks like you are on your
   way now
  Guidance is Internal
  (Note: Apollo XI)","Ship of Fools","Eternal Guidance","Out There Somewhere"
"NASA (Space Programmes)","You have firing signal
  Godspeed... 10... 9...","Ship of Fools","L=Sd^2","Close Your Eyes (Forget the World)"
"NASA (Space Programmes)","All still go on the Apollo Mission... flight to land six men on the moon
  T-Minus 20 seconds and counting.
  It's a lovely liftoff.
  Trajectory is good, thrust is good. [BEEP]
  We're on our way, Houston.
  Boy, it sure is beautiful up here, looking out the window. It's just really
   fantastic.
  Anybody up there read me? This is Houston.
  Touchdown.
  This transmission is coming to you approximately halfway between the moon 
   and the Earth.
  We have an apparent serious problem with a leak in the cryogenic oxygen in
   the service module which provides breathing oxygen for the crew.
  Standby.
  Apollo Houston try FCE to auxilliary. Over.
  Roger [BEEP]
  We're go.
  Looking good guys, over.
  Hats off to the guys in the trench. I love 'em.
  By the way, welcome to the moon's <???>
  Standby for touchdown.
  This is really a rugged planet.
  Trajectory guides, CFC you're all go.
  Tranquility base here. The eagle has landed.","Smart E's","Apollo (lunar mix)","Sesame's Treet"
"NASA (Space Programmes)","I'd like to take this opportunity to ask every person listening in, whoever 
   and wherever they may be, to pause for a moment and to give thanks in his or
   her own way.
  All the people on this Earth are truly one.
  Peace and tranquility.
  Tranquility base.
  That's one small step for man, one giant leap for mankind.","They Might Be Giants","Guitar, The (Outer Planet Mix)",""
"NASA (Space Programmes)","12, 11, 10, 9, ignition sequence starts, 6, 5, 4, 3, 2, 1, 0, all engines
   running ... liftoff. @ 0:04","Ultramagnetic M.C.'s","Introduction To The Funk","Funk Your Head Up"
"NASA (Space Programmes)","T minus one minute, mark, and counting. @ 0:05, 0:14
  Firing <???> will be armed in just a couple of seconds from now. @ 0:19","Ultramagnetic M.C.'s","One Minute Less","Critical Beatdown "
"NASA (Space Programmes)","Base...
  [laugh] <Very strange???> (Note: Could be Hey, that's great.)
  Okay...
  Hello, Mom.
  <???> around, looking great.
  Roger.
  Hey, John, how you doing?
  Looks like <???>
  It's what I see around all that... <???>
  <???> you know <???>","Vangelis","Mare Tranquillitatis","Albedo 0.39"
"NASA (Space Programmes)","We are now approaching lunar sunrise, and for all the people back on
   Earth, the crew of Apollo 8 has a message that we would like to send
   to you. @ 0:00 
  God created the heaven and the earth. @ 0:14 
  And God said... @ 0:21
  And God said, let there be light. @ 0:25
  God saw the light, and it was good. @ 0:43
  And God said, let there be light. @ 1:50
  In the beginning, God created the heaven and the earth. And the earth was
   without form, and void; and darkness was upon the face of the deep. And the
   spirit of God moved upon the face of the waters. And God said, Let there be
   light: and there was light. And God saw the light, that it was good: and God
   divided the light from the darkness. @ 3:05 (Note: Genesis 1:1-4, King
   James Version)
  God created the heaven and the earth. @ 3:47
  And God saw the light, that it was good. @ 3:54
  And God said, let there be light. @ 3:57
  (Note: All samples taken from Apollo 8 mission, December 24, 1968)","VNV Nation","Genesis","Futureperfect"
